"title","url","stars","name","reviewUrl","text"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Terimakasih, selalu jd andalan utk keluarga kami🙏"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Pelayanan, penanganan, tindakan bagus semua. Saya berada di ruangan aster, fasilitas good 👍🏻. Walaupun pakai BPJS tetap dilayani dengan baik. ❤️
Terimakasih RSPW SOLO ❤️❤️"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Pelayanan baik,semua perawat ramah memberikan pelayanan yg baik. Semua ruangan bersih wangi"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Puji Tuhan saya sangat bersyukur atas pelayanan yang diberikan oleh RS Panti Waluyo secara keseluruhan kepada eyang saya. Eyang saya sendiri juga bersyukur dan berterima kasih atas pelayanan yang bagus, cekatan, dan tetap ramah. Ketika menghubungin ambulance, mereka cepat tanggap dan segera mengirimkan ambulance. Lalu sampai di IGD langsung di CT Scan.
Setelah itu juga cepat dapat kamar, tidak mengedepankan administrasi yang harus selesai duluan. Para suster dan dokter disiplin dalam merawat dan memeriksa pasien, tidak pernah telat setiap harinya. Eyang saya hingga merasa bagai dilayani oleh para malaikat yang takut akan Tuhan.
Terima kasih banyak RS Panti Waluyo🩷"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Rumah sakit yang para perawatnya melayani dgn sukacita dan penuh kasih, spt dilayani ""malaikat"".🫠🫰🏻
Tidak terlalu crowded, sat set, lumayan bersih. Dari mulai dijemput ambulance dgn cekatan, masuk igd langsung ditangani, cepat dapat kamar, pulang diantar ambulance dgn pelayanan yang sabar."
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","4",,,"Sebenarnya Rumah sakit ini bagus, dan dari segi kesiapan dalam memeriksa pasien juga detail, dokter penyakit dalamnya juga ramah ramah, tetapi ada beberapa perawat yang judes, kurang ramah, setiap saya minta bantuan sebentar mereka kayak judes banget. apalagi saya masih sekolah, belum banyak pengalaman untuk mengurus orang tua. rumah sakit ini harusnya melayani juga berdasarkan kasih, justru yang ramah malah pengantar makanan, dan juga cleaning servicenya. Dan juga aku paling kesel waktu perawat merekomendasikan buat pakai popok yang ada perekat, tapi saat saya pasangkan pada mama saya, malah bocor karena popoknya agak kendor, jadi hasilnya saya yang repot, padahal baru saya ganti popoknya, saya pakaikan popok celana, juga perawat ngomong dengan tegas sama saya, kalau tetep disuruh pakai popok perekat. Saya ngasih review, bukan berarti saya memandang buruk pada rumah sakit ini, saya juga menghargai beberapa perawat yang ramah dan menghargai hal hal kecil ."
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,"Bagus, lebih ditingkatkan lagi dalam menagani pasien"
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","5",,,
"RS Panti Waluyo Yakkum Surakarta","https://www.google.com/maps/search/?api=1&query=RS%20Panti%20Waluyo%20Yakkum%20Surakarta&query_place_id=ChIJgafzoDAUei4R60QHTBouiFA","4",,,"Pelayanan ramah dan tidak berbelit belit"
